"R0000100","R0002200","R0002202","R0002203","R0002300","R0002400","R0002451","R0002454","R0002455","R0002456","R0002500","R0002700","R0002800","R0003400","R0003600","R0003800","R0003900","R0004000","R0004100","R0004300","R0005400","R0009100","R0010500","R0010800","R0011100","R0012800","R0015000","R0022600","R0022700","R0022800","R0022900","R0023000","R0023100","R0023200","R0023300","R0023400","R0023500","R0023600","R0023700","R0023800","R0024000","R0024100","R0024200","R0024300","R0024400","R0024500","R0024600","R0024800","R0024900","R0029700","R0029800","R0029900","R0030000","R0030100","R0030200","R0030300","R0030400","R0030500","R0030600","R0030700","R0030800","R0030900","R0031000","R0031100","R0031200","R0031300","R0031400","R0031500","R0031600","R0031700","R0031800","R0031900","R0032000","R0032100","R0032200","R0032300","R0032400","R0032500","R0032600","R0033600","R0033700","R0033800","R0033900","R0034600","R0034900","R0035100","R0035200","R0035300","R0035400","R0035500","R0035600","R0035700","R0035800","R0035900","R0036000","R0036100","R0037500","R0037600","R0037700","R0038000","R0038100","R0038200","R0038800","R0038900","R0039000","R0039100","R0039200","R0039300","R0039400","R0039500","R0039600","R0039700","R0039800","R0039900","R0040000","R0040100","R0040200","R0040400","R0040600","R0040700","R0040800","R0040900","R0041100","R0041300","R0041400","R0041500","R0042100","R0042200","R0042300","R0042400","R0042500","R0042600","R0042700","R0042800","R0042900","R0043000","R0043100","R0043200","R0043300","R0043400","R0043500","R0043600","R0062300","R0062310","R0062550","R0062600","R0062900","R0063000","R0063030","R0063060","R0063090","R0063100","R0063200","R0063230","R0171200","R0171300","R0171400","R0171500","R0171600","R0171700","R0171800","R0454700","R0507300","R0543940"
1731,15,11,50,1,6,0,0,3,1,8,2,1,35,2,2,1,4,4,1,1,6,0,1,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,3,3,2,2,2,1,4,1,3,2,2,2,4,2,3,1,4,1,3,1,2,2,1,1,1,1,1,1,1,1,0,0,0,1,-4,0,0,700,50,0,0,0,0,0,0,0,1,-4,-4,1,1,3,1,1,1,1,1,1,1,1,1,1,775,1,1,0,1,-4,-4,-4,1,-4,-4,-4,-4,0,10,11,-4,6,0,-4,-4,-4,11,9,-4,5,0,-4,-4,-4,750,750,18,6,108,1,52,200,14,12,1,52,4,2,3,4,5,9,7,260,6,16
1732,18,3,48,1,6,0,0,3,1,8,2,1,35,2,2,1,4,4,1,1,6,0,1,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,3,3,2,2,2,1,4,1,3,2,2,2,4,3,3,1,4,1,4,1,2,1,1,1,1,1,1,2,1,1,0,0,0,1,-4,0,0,120,100,0,0,0,0,58,0,0,1,-4,-4,1,1,3,1,1,1,1,1,1,1,1,1,1,200,1,1,1,1,-4,-4,-4,1,-4,-4,-4,-4,0,6,59,-4,5,0,12,40,902,7,48,-4,16,1,20,40,182,220,220,14,9,104,1,12,902,6,4,1,20,4,2,3,4,5,10,8,16000,1,13
1733,16,10,49,1,6,0,0,3,1,8,2,1,35,2,2,1,4,4,0,2,6,0,1,1,2,-4,2,1,8,8,9,14,-4,100,1,4,100,1,4,4,-4,-4,-4,-4,-4,-4,-4,480,1,4,3,2,2,1,1,4,-2,-4,3,1,2,2,-2,-4,1,2,1,1,1,2,2,2,1,1,1,1,2,1,2,-4,1,-4,1,-4,0,0,25,0,0,0,0,0,60,190,32,1,-4,-4,1,1,3,1,1,1,1,1,1,1,1,1,1,200,1,1,1,1,-4,-4,-4,1,-4,-4,-4,-4,0,10,15,-4,10,0,0,-4,-4,11,14,-4,8,0,5,30,902,-7,-4,14,9,104,1,12,902,6,4,1,20,4,2,3,4,4,8,6,-5,-5,-5
1734,18,3,48,1,6,0,0,3,1,8,2,2,35,2,2,1,4,4,1,1,6,0,1,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-4,3,3,2,2,1,4,-2,-4,3,2,-2,-4,3,4,-2,-4,1,3,1,2,1,2,1,1,1,1,2,0,1,0,0,0,1,-4,0,0,65,0,0,0,0,0,53,0,0,1,-4,-4,1,1,3,1,1,1,1,1,1,1,1,1,1,200,0,1,1,1,-4,-4,-4,1,-4,-4,-4,-4,1,6,45,-4,8,1,52,83,200,7,44,-4,8,1,52,47,902,65,65,14,9,87,1,52,200,14,8,1,52,4,1,1,1,1,2,3,-5,-5,-5
1735,14,2,52,1,6,0,0,3,1,8,2,2,35,2,2,1,4,4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,2,-2,-4,2,2,-2,-4,-2,-4,2,2,-2,-4,-2,-4,1,4,1,3,1,2,1,2,1,1,1,1,2,0,1,0,0,0,1,-4,0,0,0,0,0,0,0,0,0,0,-4,1,-4,-4,1,1,3,1,1,1,1,1,1,1,1,1,1,200,1,1,0,1,-4,-4,-4,1,-4,-4,-4,-4,1,6,45,-4,8,1,52,83,200,7,44,-4,8,1,52,47,902,-4,0,14,9,81,1,52,200,14,8,1,52,-4,-4,-4,-4,-4,-4,-4,10000,6,12
1736,17,9,48,1,6,0,1,1,1,8,5,1,35,2,2,1,4,4,1,1,6,0,1,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,3,1,3,-2,-4,-2,-4,1,2,3,2,2,3,2,3,1,4,1,3,1,1,1,2,1,1,1,2,2,0,1,0,0,0,1,-4,0,0,400,0,0,0,0,0,0,0,0,1,-4,-4,1,2,3,1,1,1,1,1,1,1,1,3,1,775,1,1,1,1,-4,-4,-4,1,-4,-4,-4,-4,1,6,39,-4,12,1,52,40,775,7,37,-4,12,1,50,40,290,400,400,18,6,110,1,52,775,18,12,1,50,4,2,2,3,3,6,5,320,1,18
1737,16,9,49,1,6,0,0,3,1,8,5,1,35,2,2,1,4,4,1,1,6,0,1,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-4,3,2,2,2,1,4,1,2,3,2,2,4,3,4,1,3,1,3,1,2,2,1,1,1,1,2,1,0,1,0,0,0,1,-4,0,0,0,0,0,0,0,0,59,0,0,1,-4,-4,1,2,3,1,1,1,1,1,1,1,1,3,1,775,1,1,0,1,-4,-4,-4,1,-4,-4,-4,-4,-4,6,39,-4,12,1,50,40,775,7,37,-4,12,1,50,40,290,0,0,18,6,101,1,50,775,18,12,1,50,4,2,3,4,5,9,7,657,1,12
1738,18,3,48,1,6,0,0,3,1,8,2,1,35,2,2,1,4,4,0,2,6,0,1,1,2,-4,2,16,17,6,15,22,-4,225,1,-4,300,1,-4,4,-4,-4,-4,-4,-4,-4,-4,775,1,4,3,2,2,2,3,2,1,3,2,2,2,3,3,4,1,3,1,2,2,2,2,1,1,1,1,1,2,0,2,-4,1,-4,1,-4,0,0,0,0,0,0,0,0,59,200,0,1,-4,-4,1,1,3,2,1,1,1,1,1,1,1,1,5,-4,1,1,0,2,-4,-4,-4,1,-4,-4,-4,-4,1,7,58,-4,8,1,52,30,902,13,7,1,3,0,-4,-4,-4,0,0,-4,-4,80,-4,-4,-4,-4,-4,1,52,0,-4,-4,-4,-4,-4,-4,-5,-5,-5
1739,22,11,43,1,1,0,0,3,1,5,5,1,15,2,4,4,4,4,0,2,6,0,2,1,2,-4,2,14,1,17,25,-4,-4,10000,6,-4,10000,6,-4,4,-4,-4,-4,-4,-4,-4,-4,985,1,2,3,2,2,3,3,3,1,2,3,2,3,4,1,4,1,4,1,2,1,1,2,2,1,1,1,1,2,1,2,-4,0,0,2,1,13000,4000,0,0,0,0,0,0,62,0,0,2,2,7,1,2,1,1,2,1,1,1,1,1,1,1,1,200,1,1,0,4,-4,8,1,4,0,-4,8,1,1,1,22,0,-4,-4,0,-4,-4,2,0,-4,-4,-4,-4,-4,-4,9000,9000,14,9,76,0,0,-4,-4,8,0,0,-4,-4,-4,-4,-4,-4,-4,647,4,12
1740,24,2,42,1,1,0,0,3,1,5,1,2,15,2,4,4,4,4,1,1,6,0,2,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,2,3,1,2,1,3,3,1,2,3,1,2,4,3,2,1,3,1,2,1,2,2,1,1,1,1,2,2,1,1,0,1,-4,2,2,0,0,50,0,0,0,0,0,65,900,800,2,3,7,1,2,1,1,2,1,1,1,1,1,1,3,1,985,1,1,0,4,1,8,1,4,1,1,8,1,1,1,21,-4,11,1,12,40,875,2,4,-4,-4,-4,-4,-4,-4,-750,-750,7,11,90,1,52,430,49,8,1,26,1,2,3,3,4,7,6,600,1,18
1741,22,5,43,1,1,0,0,3,1,5,1,2,15,2,4,4,4,4,0,2,6,1,1,1,2,-4,4,21,8,5,3,-4,-4,550,5,-4,700,5,-4,1,1,2,4,-4,-4,-4,-4,-4,1,2,3,2,2,2,1,4,1,3,3,1,2,4,3,4,1,4,1,4,1,2,2,1,1,1,1,1,2,1,2,-4,1,-4,2,2,0,0,2000,0,0,0,0,0,59,0,0,2,0,-4,1,1,3,1,3,1,1,2,2,1,1,3,1,480,1,1,1,4,1,8,1,4,0,-4,8,1,1,1,19,-4,13,1,20,20,775,-4,-4,-4,-4,-4,-4,-4,-4,2000,2000,27,5,97,1,52,480,27,8,0,0,1,1,1,2,2,3,4,787,1,12
1742,16,4,49,1,6,0,0,3,1,5,1,1,15,2,4,4,4,4,1,1,6,0,1,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,3,3,2,2,2,1,3,1,4,3,2,2,3,3,4,1,4,1,2,1,2,1,2,1,1,1,1,2,0,1,1,-4,-4,1,-4,0,0,0,0,0,0,0,0,0,0,0,1,-4,-4,1,1,3,1,1,1,1,1,1,1,1,3,3,985,1,1,1,3,-4,-4,-4,1,-4,-4,-4,-4,0,6,57,-4,10,1,24,60,985,7,37,-4,12,1,50,20,815,0,0,7,11,99,1,24,985,7,10,1,50,1,2,3,4,5,9,7,11348,1,14
1743,14,2,52,1,6,0,0,3,1,5,1,1,15,2,4,4,4,4,1,1,6,0,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,3,3,2,-2,-4,1,4,-2,-4,3,2,-2,-4,2,4,1,4,1,2,1,2,1,1,1,1,1,1,2,1,1,1,-4,-4,1,-4,0,0,50,25,0,0,0,0,0,0,0,1,-4,-4,1,1,3,1,1,1,1,1,1,1,1,3,3,985,1,1,1,3,-4,-4,-4,1,-4,-4,-4,-4,0,6,57,-4,10,1,24,60,985,7,37,-4,12,1,50,20,815,75,75,7,11,97,1,24,985,7,10,1,50,1,2,3,3,4,8,6,796,6,16
1744,16,4,49,1,6,0,0,3,1,5,1,1,15,2,4,4,4,4,1,1,6,0,1,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,2,1,3,2,3,3,2,1,3,3,1,1,4,3,2,1,3,1,4,1,2,1,1,1,1,1,1,1,0,1,0,0,0,1,-4,0,0,50,-2,0,0,0,0,0,0,0,1,-4,-4,1,2,3,2,1,1,1,1,1,1,1,5,5,-4,1,1,1,2,-4,-4,-4,1,-4,-4,-4,-4,0,7,46,-4,14,1,0,-4,-4,10,14,1,9,0,-4,-4,-4,-2,50,-4,-4,-4,-4,-4,-4,-4,-4,0,0,1,2,3,4,5,9,7,600,1,13
1745,24,10,41,1,1,0,0,3,1,8,1,2,15,2,4,4,4,4,0,1,6,0,2,1,-4,1,2,1,8,3,9,17,22,7200,6,4,-4,-4,2,6,-4,-4,-4,-4,-4,-4,-4,-4,1,2,1,3,2,1,3,2,1,4,3,2,2,4,3,4,1,3,1,4,1,1,1,1,1,1,1,1,2,0,2,-4,0,0,2,2,0,0,0,0,700,3,17500,13000,66,1800,0,2,1,7,1,2,2,1,2,1,1,1,1,1,1,3,1,394,1,1,1,4,-4,8,1,4,-2,-4,12,1,1,1,24,-4,12,1,36,40,370,2,1,-4,-4,-4,-4,-4,-4,5200,5200,47,4,110,-2,-2,-4,-4,8,-2,-2,1,2,2,3,3,6,5,21000,1,17
1746,17,7,48,1,6,0,0,3,1,8,2,1,15,2,4,4,4,4,1,1,6,0,1,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-2,3,4,2,2,1,4,1,2,2,2,2,4,2,4,1,4,1,2,1,2,1,2,1,2,1,1,2,0,1,0,0,0,1,-4,0,0,500,0,0,1,50000,0,0,0,0,1,-4,-4,1,1,3,1,1,1,1,2,1,1,1,1,1,12,1,1,1,1,-4,-4,-4,1,-4,-4,-4,-4,1,6,45,-4,12,1,52,55,12,7,45,-4,14,1,0,-4,-4,50500,50500,79,1,132,1,52,12,79,12,0,0,1,2,2,3,3,6,5,624,1,14
1747,16,4,49,1,6,0,0,3,1,8,2,1,15,2,4,4,4,4,1,1,6,0,1,0,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,3,3,3,2,3,2,1,1,2,3,1,2,4,3,4,1,4,1,4,1,2,2,1,1,1,1,1,2,0,1,0,0,0,1,-4,0,0,400,0,0,0,0,0,57,0,0,1,-4,-4,-4,1,3,1,1,1,1,1,1,1,1,1,1,200,1,1,1,1,-4,-4,-4,1,-4,-4,-4,-4,1,6,48,-4,8,1,52,80,775,7,44,-4,12,1,0,-4,-4,400,400,14,9,107,1,52,775,18,8,0,0,2,2,2,3,3,6,5,14500,1,12
1748,16,3,50,1,6,0,0,3,1,8,2,1,15,2,4,4,4,4,1,1,6,0,1,0,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,3,3,4,2,4,3,3,1,3,1,2,2,4,2,4,1,4,1,2,1,2,2,2,1,1,1,1,2,1,1,0,0,0,1,-4,0,0,500,0,0,0,0,0,0,0,0,1,-4,-4,-4,1,3,1,1,1,1,1,1,1,1,1,1,200,1,1,1,1,-4,-4,-4,1,-4,-4,-4,-4,1,6,48,-4,8,1,52,80,200,7,44,-4,12,1,0,-4,-4,500,500,14,9,107,1,52,200,14,8,0,0,2,2,3,3,4,7,6,170,1,14
1749,16,4,49,1,6,0,0,3,1,8,2,1,15,2,4,4,4,4,1,1,6,0,1,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,2,3,3,2,4,1,4,1,3,2,2,2,4,3,4,1,4,1,4,1,2,1,1,1,1,1,1,2,0,1,0,0,0,1,-4,0,0,1000,0,0,1,500,0,0,0,0,1,-4,-4,1,1,3,1,1,1,1,1,2,1,1,1,1,775,1,1,0,1,-4,-4,-4,1,-4,-4,-4,-4,1,6,53,-4,9,0,52,70,775,7,51,-4,12,1,52,40,394,1500,1500,18,6,95,1,52,775,18,8,1,52,1,2,2,3,3,6,5,-5,-5,-5
1750,14,9,51,1,6,0,0,3,1,8,2,1,15,2,4,4,4,4,1,1,6,0,1,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,4,1,2,2,2,1,3,1,4,3,2,2,4,2,2,1,3,1,3,1,2,1,1,1,1,1,1,2,0,1,0,0,0,1,-4,0,0,0,0,0,0,0,0,0,0,0,1,-4,-4,1,1,3,1,1,1,1,1,2,1,1,1,1,775,1,1,0,1,-4,-4,-4,1,-4,-4,-4,-4,1,6,53,-4,9,0,52,70,775,7,51,-4,12,1,52,40,394,0,0,18,6,95,1,52,775,18,8,1,52,1,2,3,4,5,9,7,473,1,12
1751,14,9,51,1,6,0,0,3,1,8,2,1,15,2,4,4,4,4,1,1,6,0,1,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,2,1,3,2,3,1,3,-2,-4,3,2,-2,-4,3,3,1,4,-2,-4,1,2,2,1,1,1,1,2,2,0,1,0,0,0,1,-4,0,0,0,0,0,0,0,0,0,0,0,1,-4,-4,1,1,3,1,1,1,1,1,2,1,1,1,1,775,1,1,0,1,-4,-4,-4,1,-4,-4,-4,-4,1,6,53,-4,9,0,52,70,775,7,51,-4,12,1,52,40,394,0,0,18,6,95,1,52,775,18,8,1,52,1,1,2,2,3,5,5,425,1,12
1752,24,5,41,1,6,0,0,3,1,8,2,1,15,2,4,4,4,4,0,2,6,1,1,1,1,-4,2,5,8,-4,14,9,-4,5000,6,-4,-4,-4,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-2,3,1,2,1,1,2,-2,-4,3,2,2,3,-2,-4,1,4,1,4,1,2,-2,2,1,1,1,1,-2,0,2,-4,0,0,1,-4,0,0,300,0,0,1,32000,1200,57,0,1200,1,-4,-4,1,4,2,1,1,1,1,2,2,2,2,1,1,200,1,1,0,1,-4,-4,-4,1,-4,-4,-4,-4,1,6,60,-4,8,1,52,60,200,7,62,-4,8,1,52,14,902,29900,29900,14,9,96,1,52,200,14,8,1,52,1,1,2,2,3,5,5,-4,6,12
1753,14,7,51,1,6,0,0,3,1,8,2,1,15,2,4,4,4,4,1,1,6,0,1,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-4,1,2,2,2,1,3,-2,-4,3,2,2,4,3,4,-2,-4,1,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,-4,0,0,525,100,0,0,0,0,0,0,0,1,-4,-4,1,2,1,-4,1,1,-4,1,1,2,2,1,1,-4,-4,-4,1,1,-4,-4,-4,1,-4,-4,-4,-4,1,6,61,-4,8,1,52,82,200,7,40,-4,12,1,52,21,902,625,625,-4,-4,102,1,52,200,14,8,1,52,3,2,3,4,5,9,7,13500,1,16
1754,16,7,49,1,6,0,0,3,1,8,2,1,15,2,4,4,4,4,1,1,6,0,1,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,2,3,2,2,2,1,3,1,3,3,2,2,3,3,3,1,3,1,2,1,2,2,1,1,1,1,1,1,0,1,0,0,0,1,-4,0,0,1100,0,0,0,0,0,56,0,0,1,-4,-4,1,1,3,1,1,1,1,1,1,2,2,1,1,200,1,1,1,1,-4,-4,-4,1,-4,-4,-4,-4,0,6,40,-4,8,1,52,60,200,7,39,-4,8,1,1,54,902,1100,1100,14,9,94,1,52,200,14,8,1,1,3,2,3,4,5,10,8,-4,1,15
1755,15,6,51,1,6,0,1,2,6,6,1,2,12,2,4,4,4,4,1,1,6,0,1,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,2,-2,-4,-2,-4,-2,-4,1,4,3,1,-2,-4,-2,-4,1,4,1,4,1,2,-2,2,1,1,1,2,-2,1,1,0,0,0,1,-4,0,0,300,125,0,0,0,0,0,0,0,1,-4,-4,1,3,1,1,1,1,1,1,1,1,1,3,1,502,1,1,1,1,-4,-4,-4,1,-4,-4,-4,-4,1,6,43,-4,12,1,52,50,502,7,42,-4,15,1,39,40,150,425,425,44,5,121,1,52,502,44,12,1,39,2,2,3,4,5,10,9,850,1,15
1756,16,5,49,1,6,0,0,3,1,6,1,1,12,2,4,4,4,4,1,1,6,0,1,1,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-4,3,-2,2,2,-2,-4,1,4,2,2,2,4,-2,-4,1,4,2,1,1,2,1,2,2,1,1,1,1,1,1,0,0,0,1,-4,0,0,0,0,0,0,0,0,0,0,0,1,-4,-4,1,2,2,1,1,1,1,1,1,1,1,5,3,290,1,1,1,3,-4,-4,-4,1,-4,-4,-4,-4,1,6,29,-4,12,1,52,60,290,7,44,-4,16,1,0,-4,-4,0,0,68,2,126,1,52,290,68,12,0,0,0,-4,-4,-4,-4,-4,-4,2000,4,18
1757,23,7,42,1,1,0,0,3,1,6,1,2,12,2,4,4,4,4,0,2,6,0,1,1,-4,1,2,5,2,8,4,3,-4,250,1,4,300,1,4,2,-4,-4,-4,196,985,1,-4,-4,1,3,3,3,2,1,1,4,1,3,3,2,2,3,3,4,1,4,1,3,1,2,1,1,1,1,1,1,2,0,2,-4,0,0,2,2,0,0,600,0,0,0,0,0,66,1000,0,2,1,7,1,2,2,1,4,1,1,1,1,1,1,3,1,290,1,1,1,4,1,8,1,4,0,-4,12,1,1,1,31,-4,12,1,0,-4,-4,8,80,-4,3,0,0,-4,-4,600,600,68,2,113,1,52,290,68,8,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1758,14,10,51,1,6,0,0,3,1,6,1,1,12,2,4,4,4,4,1,1,6,0,1,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,2,3,4,2,2,3,1,2,2,3,1,1,3,3,3,1,4,1,4,1,2,1,1,1,1,1,1,2,1,1,0,0,0,1,-4,0,0,0,0,0,-4,0,0,-4,0,0,1,-4,-4,1,1,3,1,1,1,1,1,1,1,1,5,1,471,1,1,0,1,-4,-4,-4,1,-4,-4,-4,-4,-4,6,39,-4,12,1,52,48,471,7,36,-4,11,0,52,40,401,0,0,48,5,104,1,52,471,48,12,1,52,0,-4,-4,-4,-4,-4,-4,350,1,12
1759,15,10,50,1,6,0,0,3,1,8,2,1,12,2,4,4,4,4,1,1,6,0,1,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,4,3,4,2,2,1,4,2,2,3,4,2,3,2,4,1,4,-2,-4,2,2,1,2,1,1,1,1,2,1,1,0,0,0,1,-4,0,0,0,50,0,0,0,0,0,0,0,1,-4,-4,1,2,2,1,1,1,1,1,1,1,1,1,1,471,0,1,0,1,-4,-4,-4,1,-4,-4,-4,-4,0,11,13,1,9,0,-4,-4,-4,10,9,1,5,0,-4,-4,-4,50,50,48,5,103,1,29,643,17,13,0,0,0,-4,-4,-4,-4,-4,-4,600,1,13
1760,23,2,43,1,6,0,0,3,1,8,2,1,12,2,4,4,4,4,0,2,6,1,1,1,2,-4,2,14,8,12,9,-4,-4,225,1,4,275,1,4,4,-4,-4,-4,-4,-4,-4,-4,715,1,2,3,3,2,3,1,4,1,4,2,2,1,4,3,4,1,4,1,2,1,2,2,1,1,1,1,1,2,0,2,-4,0,0,1,-4,0,0,500,0,0,0,0,0,63,0,850,1,-4,-4,1,2,2,1,1,1,1,1,1,1,1,1,1,465,1,1,1,1,-4,-4,-4,1,-4,-4,-4,-4,0,6,51,-4,8,1,52,55,465,7,44,-4,8,1,0,-4,-4,-350,-350,33,5,99,1,52,465,33,8,0,0,2,1,1,1,1,2,3,-5,-5,-5
1761,14,11,51,1,6,0,0,3,1,8,2,1,12,2,4,4,4,4,1,1,6,0,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,3,3,4,2,3,-2,-4,1,3,3,2,2,4,2,4,1,4,1,3,2,2,2,1,1,1,1,1,2,1,1,0,0,0,1,-4,0,0,0,0,-4,0,0,0,0,0,-4,1,-4,-4,1,1,3,1,1,1,1,1,1,1,1,1,1,465,1,1,1,1,-4,-4,-4,1,-4,-4,-4,-4,0,6,51,-4,8,1,52,55,465,7,44,-4,8,1,0,-4,-4,-4,0,33,5,99,1,52,465,33,8,0,0,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5
1762,21,8,44,1,6,0,0,3,1,8,4,1,12,2,4,4,4,4,0,2,1,-4,1,1,4,-4,1,14,18,19,25,-4,-4,-4,-4,3,800,1,4,4,-4,-4,-4,-4,-4,-4,-4,721,1,-2,1,1,2,-2,3,-2,1,-2,2,1,2,-2,3,4,1,4,1,1,2,2,2,1,1,1,1,1,2,1,2,-4,0,0,1,-4,0,0,0,0,0,0,0,0,66,1900,0,1,-4,-4,1,1,3,1,1,1,1,3,3,1,1,1,1,715,0,1,0,1,-4,-4,-4,1,-4,-4,-4,-4,1,6,63,-4,3,1,8,30,902,7,54,-4,8,0,8,30,902,0,0,15,6,53,1,8,902,6,3,1,8,0,-4,-4,-4,-4,-4,-4,429,1,9
1763,24,8,41,1,1,0,0,3,1,8,4,1,12,2,4,4,4,4,0,2,6,1,1,1,3,-4,1,4,21,8,25,-4,-4,100,3,4,-4,-4,3,4,-4,-4,-4,-4,-4,-4,-4,985,1,1,3,3,2,1,1,3,-2,-4,3,1,2,4,2,4,1,3,1,2,1,2,1,2,1,1,1,1,2,1,2,-4,0,0,2,1,-2,4000,0,0,0,1,-2,-4,55,0,800,2,2,7,1,2,2,1,2,1,1,2,1,1,1,1,2,775,1,1,1,4,1,6,1,3,-4,-4,-4,-4,1,1,20,0,11,1,0,-4,-4,2,1,-4,-4,-4,-4,-4,-4,-2,-4800,18,6,93,1,52,200,14,6,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,1,10
1764,14,5,51,1,6,0,0,3,1,8,2,1,12,2,4,4,4,4,1,1,6,0,1,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,3,1,4,2,2,-2,-4,-2,-4,3,2,-2,-4,-2,-4,1,4,1,4,1,1,2,1,1,1,1,1,2,1,1,0,0,0,1,-4,0,0,200,0,0,0,0,0,0,0,0,1,-4,-4,1,2,3,1,1,1,1,1,1,2,1,1,1,415,1,1,1,1,-4,-4,-4,1,-4,-4,-4,-4,-4,6,52,-4,12,1,52,40,415,7,55,-4,12,1,0,-4,-4,200,200,21,5,112,1,52,415,21,12,0,0,2,1,1,1,1,2,3,-5,-5,-5
1765,16,9,49,1,6,0,0,3,1,8,4,1,12,2,4,4,4,4,0,2,6,0,2,1,2,-4,1,8,5,15,8,24,9,-4,-4,3,300,1,-4,4,-4,-4,-4,-4,-4,-4,-4,970,1,3,3,2,2,2,1,-2,-2,-4,3,2,-2,-4,-2,-4,1,4,2,3,1,1,2,1,2,1,1,1,2,1,2,-4,0,0,1,-4,0,0,0,0,0,0,0,0,55,0,30,1,-4,-4,1,2,2,1,1,1,1,1,1,1,1,1,1,970,1,1,0,1,-4,-4,-4,1,-4,-4,-4,-4,0,11,14,1,9,0,0,-4,-4,10,13,1,7,0,-4,-4,-4,-30,-30,4,11,64,1,33,985,7,2,0,0,2,1,2,2,3,5,5,200,1,12
